Description,GTINShipDate,Quantity
6kg (300-450g)L1,12/31/2017,5
6kg (450-600g)L2,12/31/2017,2
6kg (600-800g),12/31/2017,0
6kg Spec-Purple,12/31/2017,1
8/3lb Bags,12/31/2017,0
HP StkHse (12-16oz),12/31/2017,2
Micro - 6Kg (24ct),12/31/2017,4
Micro 20lb 25ct,12/31/2017,0
Micro 20lb 30ct,12/31/2017,1
Micro 20lb 34ct FL,12/31/2017,6
"Murasaki(1.5""-3.5"") Plastic",12/31/2017,0
Pickouts - Plastic,12/31/2017,7
Plastic Bulk Giants,12/31/2017,2
SHP - Giant,12/31/2017,0
SHP Bin - Medium,12/31/2017,0
SHP Bin - Mix,12/31/2017,3
SHP Bin - Small,12/31/2017,0
Tray Pack - 4 pk 12 ct,12/31/2017,4
Unused,12/31/2017,0
10lb #1,1/31/2018,2
12/3lb Bags,1/31/2018,8
12ct Steam Bags,1/31/2018,2
18kg (100-150g),1/31/2018,5
18kg (150-300g),1/31/2018,5
18kg (220-260g),1/31/2018,1
18kg (300-450g),1/31/2018,0
18kg (450-600g),1/31/2018,1
18kg (600-800g),1/31/2018,7
20lb #1,1/31/2018,2
20lb Fingerling,1/31/2018,9
20lb No.1 (20ct),1/31/2018,3
20lb Purple,1/31/2018,0
20lb Spec - Bonita No 1,1/31/2018,5
"36""Pickouts(2.5""-4.5"")",1/31/2018,8
40lb #1 Sysco/FP,1/31/2018,0
40lb #2 Sysco/FP,1/31/2018,11
40lb 100ct,1/31/2018,4
40lb 110ct,1/31/2018,3
40lb 120ct - CV,1/31/2018,0
40lb 25-28ct - CV,1/31/2018,1
40lb 30ct,1/31/2018,2
40lb 33ct,1/31/2018,2
40lb 35ct Sysco/FP,1/31/2018,2
40lb 38-40ct,1/31/2018,1
40lb 38-40ct - CV,1/31/2018,1
40lb 40-50ct - CV,1/31/2018,2
40lb 45ct,1/31/2018,11
40lb 45ct Sysco/FP,1/31/2018,5
40lb 50ct,1/31/2018,10
40lb 55-65ct - CV,1/31/2018,0
40lb 55ct,1/31/2018,5
40lb 55ct Sysco/FP,1/31/2018,11
40lb 65-85ct,1/31/2018,8
40lb 65ct,1/31/2018,9
40lb 65ct Sysco/FP,1/31/2018,10
40lb 70-80ct - CV,1/31/2018,3
40lb 70ct,1/31/2018,5
40lb 75ct,1/31/2018,1
40lb 75ct Sysco/FP,1/31/2018,8
40lb 85-90ct Sy/FP,1/31/2018,11
40lb 90ct,1/31/2018,17
40lb Bonita (White),1/31/2018,7
40lb Fingerling,1/31/2018,8
40lb Jmbo Sysco/FP,1/31/2018,3
40lb Jumbo,1/31/2018,18
40lb Marble Mix,1/31/2018,4
40lb Med Sysco/FP,1/31/2018,4
40lb Murasaki #1,1/31/2018,5
40lb Murasaki Jumbo,1/31/2018,3
40lb Murasaki Med,1/31/2018,1
40lb No 1,1/31/2018,13
40lb No 1 - TFM,1/31/2018,1
40lb No 2,1/31/2018,1
40lb Organic,1/31/2018,2
40lb Spc-Purple,1/31/2018,10
40lb Spec-Burgundy,1/31/2018,1
40lb Spec-Carolina Ruby,1/31/2018,0
40lb Spec-Murasaki Mix,1/31/2018,0
500kg (100-150g),1/31/2018,2
500kg (150-300g),1/31/2018,6
500kg (220g-260g),1/31/2018,3
500kg (300-450g),1/31/2018,1
500kg (300-600g),1/31/2018,1
500kg (300-800g),1/31/2018,5
500kg (600-800g),1/31/2018,2
500kg Bonita Sm/Med,1/31/2018,1
500kg Class 2,1/31/2018,6
500kg Field Run,1/31/2018,1
500kg Giant,1/31/2018,3
500kg Pickouts,1/31/2018,1
500kg Spc - Purple ,1/31/2018,0
500kg Spc-Purple Mix,1/31/2018,1
"55"" Bin Giant",1/31/2018,16
6kg (300-450g)L1,1/31/2018,10
6kg (450-600g)L2,1/31/2018,12
6kg (600-800g),1/31/2018,5
6kg Spec-Purple,1/31/2018,2
8/3lb Bags,1/31/2018,0
HP StkHse (12-16oz),1/31/2018,3
Micro - 6Kg (24ct),1/31/2018,7
Micro 20lb 25ct,1/31/2018,3
Micro 20lb 30ct,1/31/2018,4
Micro 20lb 34ct FL,1/31/2018,12
"Murasaki(1.5""-3.5"") Plastic",1/31/2018,2
Pickouts - Plastic,1/31/2018,10
Plastic Bulk Giants,1/31/2018,6
SHP - Giant,1/31/2018,1
SHP Bin - Medium,1/31/2018,1
SHP Bin - Mix,1/31/2018,3
SHP Bin - Small,1/31/2018,1
Tray Pack - 4 pk 12 ct,1/31/2018,7
Unused,1/31/2018,0
12/3lb Bags,2/28/2018,11
12ct Steam Bags,2/28/2018,2
18kg (100-150g),2/28/2018,5
18kg (150-300g),2/28/2018,8
18kg (300-450g),2/28/2018,0
18kg (450-600g),2/28/2018,1
18kg (600-800g),2/28/2018,5
20lb #1,2/28/2018,4
20lb Fingerling,2/28/2018,4
20lb Purple,2/28/2018,1
20lb Spec - Bonita No 1,2/28/2018,5
"36""Pickouts(2.5""-4.5"")",2/28/2018,4
40lb #1 Sysco/FP,2/28/2018,4
40lb #2 Sysco/FP,2/28/2018,9
40lb 100ct,2/28/2018,5
40lb 110ct,2/28/2018,7
40lb 120ct - CV,2/28/2018,1
40lb 16-17oz-CV,2/28/2018,2
40lb 25-28ct - CV,2/28/2018,4
40lb 30ct,2/28/2018,0
40lb 33ct,2/28/2018,1
40lb 35ct Sysco/FP,2/28/2018,3
40lb 38-40ct - CV,2/28/2018,0
40lb 40-50ct - CV,2/28/2018,6
40lb 45ct,2/28/2018,6
40lb 45ct Sysco/FP,2/28/2018,12
40lb 50ct,2/28/2018,10
40lb 55-65ct - CV,2/28/2018,3
40lb 55ct,2/28/2018,8
40lb 55ct Sysco/FP,2/28/2018,10
40lb 65-85ct,2/28/2018,3
40lb 65ct,2/28/2018,7
40lb 65ct Sysco/FP,2/28/2018,3
40lb 70-80ct - CV,2/28/2018,6
40lb 70ct,2/28/2018,5
40lb 75ct,2/28/2018,1
40lb 75ct Sysco/FP,2/28/2018,8
40lb 85-90ct Sy/FP,2/28/2018,9
40lb 90ct,2/28/2018,17
40lb Bonita (White),2/28/2018,8
40lb Bonita Mix,2/28/2018,2
40lb Fingerling,2/28/2018,8
40lb Jmbo Sysco/FP,2/28/2018,8
40lb Jumbo,2/28/2018,4
40lb Marble Mix,2/28/2018,1
40lb Med Sysco/FP,2/28/2018,9
40lb Murasaki #1,2/28/2018,2
40lb No 1,2/28/2018,14
40lb No 1 - TFM,2/28/2018,0
40lb No 2,2/28/2018,0
40lb Organic,2/28/2018,4
40lb Spc-Purple,2/28/2018,6
40lb Spec-Burgundy,2/28/2018,1
40lb Spec-Carolina Ruby,2/28/2018,1
40lb Spec-Murasaki Mix,2/28/2018,3
500kg (150-300g),2/28/2018,7
500kg (300-450g),2/28/2018,2
500kg (300-800g),2/28/2018,11
500kg (600-800g),2/28/2018,2
500kg Class 2,2/28/2018,1
500kg Giant,2/28/2018,2
500kg Spc - Purple ,2/28/2018,2
500kg Spc-Purple Mix,2/28/2018,2
"55"" Bin Giant",2/28/2018,14
6kg (300-450g)L1,2/28/2018,8
6kg (450-600g)L2,2/28/2018,8
6kg (600-800g),2/28/2018,2
6kg Spc-Purple(150-400g),2/28/2018,1
6kg Spec-Purple,2/28/2018,1
8/3lb Bags,2/28/2018,0
HP StkHse (12-16oz),2/28/2018,3
Micro - 6Kg (24ct),2/28/2018,4
Micro 20lb 25ct,2/28/2018,2
Micro 20lb 30ct,2/28/2018,2
Micro 20lb 34ct FL,2/28/2018,5
"Murasaki(1.5""-3.5"") Plastic",2/28/2018,0
Pickouts - Plastic,2/28/2018,7
Plastic Bulk Giants,2/28/2018,7
SHP Bin - Mix,2/28/2018,0
Tray Pack - 4 pk 12 ct,2/28/2018,3
Unused,2/28/2018,2
12/3lb Bags,3/31/2018,6
12ct Steam Bags,3/31/2018,1
18kg (100-150g),3/31/2018,5
18kg (150-300g),3/31/2018,9
18kg (300-450g),3/31/2018,1
18kg (300-600g),3/31/2018,2
18kg (450-600g),3/31/2018,6
18kg (600-800g),3/31/2018,9
20lb #1,3/31/2018,5
20lb Fingerling,3/31/2018,5
20lb Spec - Bonita No 1,3/31/2018,4
"36""Pickouts(2.5""-4.5"")",3/31/2018,6
40lb #1 Sysco/FP,3/31/2018,4
40lb #2 Sysco/FP,3/31/2018,10
40lb 100ct,3/31/2018,4
40lb 110ct,3/31/2018,3
40lb 120ct - CV,3/31/2018,3
40lb 16-17oz-CV,3/31/2018,2
40lb 25-28ct - CV,3/31/2018,11
40lb 30ct,3/31/2018,2
40lb 33ct,3/31/2018,4
40lb 35ct Sysco/FP,3/31/2018,9
40lb 38-40ct - CV,3/31/2018,10
40lb 40-50ct - CV,3/31/2018,5
40lb 45ct,3/31/2018,6
40lb 45ct Sysco/FP,3/31/2018,13
40lb 50ct,3/31/2018,10
40lb 55-65ct - CV,3/31/2018,3
40lb 55ct,3/31/2018,8
40lb 55ct Sysco/FP,3/31/2018,17
40lb 65-85ct,3/31/2018,8
40lb 65ct,3/31/2018,2
40lb 65ct Sysco/FP,3/31/2018,8
40lb 70-80ct - CV,3/31/2018,6
40lb 70ct,3/31/2018,2
40lb 75ct Sysco/FP,3/31/2018,11
40lb 85-90ct Sy/FP,3/31/2018,6
40lb 90ct,3/31/2018,16
40lb Bonita (White),3/31/2018,8
40lb Bonita Mix,3/31/2018,1
40lb Fingerling,3/31/2018,8
40lb Jmbo Sysco/FP,3/31/2018,4
40lb Jumbo,3/31/2018,7
40lb Marble Mix,3/31/2018,3
40lb Med Sysco/FP,3/31/2018,7
40lb Murasaki #1,3/31/2018,2
40lb No 1,3/31/2018,9
40lb No 1 - TFM,3/31/2018,1
40lb No 2,3/31/2018,2
40lb Organic,3/31/2018,10
40lb Spc-Purple,3/31/2018,4
40lb Spec-Burgundy,3/31/2018,1
500kg (150-300g),3/31/2018,15
500kg (300-450g),3/31/2018,2
500kg (300-800g),3/31/2018,15
500kg (600-800g),3/31/2018,2
500kg Class 2,3/31/2018,9
500kg Giant,3/31/2018,7
"55"" Bin Giant",3/31/2018,17
6kg (300-450g)L1,3/31/2018,9
6kg (450-600g)L2,3/31/2018,10
6kg (600-800g),3/31/2018,1
8/3lb Bags,3/31/2018,2
HP StkHse (12-16oz),3/31/2018,2
Micro - 6Kg (24ct),3/31/2018,4
Micro 20lb 25ct,3/31/2018,1
Micro 20lb 30ct,3/31/2018,4
Micro 20lb 34ct FL,3/31/2018,9
"Murasaki(1.5""-3.5"") Plastic",3/31/2018,1
Pickouts - Plastic,3/31/2018,4
Plastic Bulk Giants,3/31/2018,6
SHP Bin - Mix,3/31/2018,3
Tray Pack - 4 pk 12 ct,3/31/2018,4
