Description,GTINShipDate,Quantity
"55"" Bin Giant",5/23/2017,1
40lb No 1,5/23/2017,1
500kg (100-150g),5/23/2017,1
500kg Giant,5/23/2017,1
6kg (300-450g)L1,5/23/2017,1
500kg Field Run,5/24/2017,1
40lb No 1,5/24/2017,1
40lb 55ct,5/24/2017,1
6kg (450-600g)L2,5/24/2017,1
Tray Pack - 4 pk 12 ct,5/24/2017,1
40lb 45ct,5/24/2017,1
500kg (300-800g),5/24/2017,1
20lb Spec - Bonita No 1,5/24/2017,1
Micro - 6Kg (24ct),5/24/2017,1
40lb Organic,5/24/2017,1
40lb 50ct,5/25/2017,1
40lb 75ct,5/25/2017,1
40lb 65ct Sysco/FP,5/25/2017,1
40lb 45ct,5/25/2017,1
40lb 38-40ct,5/25/2017,1
40lb 100ct,5/25/2017,1
"55"" Bin Giant",5/25/2017,1
500kg (150-300g),5/25/2017,1
40lb 90ct,5/25/2017,1
12/3lb Bags,5/25/2017,1
40lb 55ct,5/25/2017,1
Micro 20lb 30ct,5/25/2017,1
500kg Field Run,5/25/2017,1
40lb Jumbo,5/25/2017,1
Micro - 6Kg (24ct),5/26/2017,1
40lb 45ct,5/26/2017,1
40lb 65ct,5/26/2017,1
40lb 33ct,5/26/2017,1
40lb Spc-Purple,5/26/2017,1
40lb Marble Mix,5/26/2017,1
40lb Fingerling,5/26/2017,1
40lb 75ct,5/26/2017,1
40lb Jumbo,5/26/2017,1
40lb 50ct,5/26/2017,1
40lb 55ct,5/26/2017,1
12/3lb Bags,5/26/2017,1
"55"" Bin Giant",5/26/2017,1
10lb #1,5/27/2017,1
HP StkHse (12-16oz),5/29/2017,1
40lb 45ct,5/29/2017,1
40lb 75ct,5/29/2017,1
40lb 70ct,5/29/2017,1
40lb 50ct,5/29/2017,1
12/3lb Bags,5/29/2017,1
18kg (150-300g),5/29/2017,1
"55"" Bin Giant",5/29/2017,1
500kg (150-300g),5/29/2017,1
Pickouts - Plastic,5/30/2017,1
Plastic Bin Purple,5/30/2017,1
"55"" Bin Giant",5/30/2017,1
20lb Spec - Bonita No 1,5/31/2017,1
40lb 55ct,5/31/2017,1
18kg (150-300g),5/31/2017,1
40lb 45ct,5/31/2017,1
40lb Organic,5/31/2017,1
40lb 90ct,5/31/2017,1
500kg Bonita Sm/Med,5/31/2017,1
18kg (600-800g),5/31/2017,1
Micro - 6Kg (24ct),5/31/2017,1
6kg (450-600g)L2,5/31/2017,1
6kg Spec-Purple,5/31/2017,1
Tray Pack - 4 pk 12 ct,5/31/2017,1
500kg Spc-Purple Mix,6/1/2017,1
6kg (450-600g)L2,6/1/2017,1
40lb Spc-Purple,6/1/2017,1
"55"" Bin Giant",6/1/2017,1
40lb 55ct,6/1/2017,1
18kg (150-300g),6/1/2017,1
40lb 65ct Sysco/FP,6/1/2017,1
500kg (300-800g),6/1/2017,1
8/3lb Bags,6/1/2017,1
40lb 45ct,6/1/2017,1
40lb 75ct,6/1/2017,1
500kg (150-300g),6/1/2017,1
500kg Bonita Sm/Med,6/1/2017,1
12/3lb Bags,6/1/2017,1
40lb Fingerling,6/1/2017,1
40lb 110ct,6/1/2017,1
40lb 70ct,6/1/2017,1
40lb 50ct,6/1/2017,1
500kg Field Run,6/2/2017,1
40lb 45ct,6/2/2017,1
40lb 55ct,6/2/2017,1
500kg (300-800g),6/2/2017,1
40lb 75ct,6/2/2017,1
40lb Marble Mix,6/2/2017,1
40lb 90ct,6/2/2017,1
40lb Organic,6/2/2017,1
40lb Spc-Purple,6/2/2017,1
500kg (100-150g),6/2/2017,1
40lb 33ct,6/2/2017,1
40lb Medium,6/2/2017,1
"55"" Bin Giant",6/2/2017,1
40lb 55ct,6/5/2017,1
40lb 50ct,6/5/2017,1
40lb 45ct,6/5/2017,1
500kg (100-150g),6/5/2017,1
12/3lb Bags,6/5/2017,1
40lb 65ct,6/5/2017,1
40lb Medium,6/5/2017,1
40lb 75ct,6/5/2017,1
"55"" Bin Giant",6/5/2017,1
18kg (150-300g),6/5/2017,1
40lb 50ct,6/6/2017,1
500kg (150-300g),6/6/2017,1
40lb 45ct,6/6/2017,1
500kg (300-800g),6/6/2017,1
"55"" Bin Giant",6/6/2017,1
6kg (450-600g)L2,6/6/2017,1
40lb Organic,6/7/2017,1
20lb Spec - Bonita No 1,6/7/2017,1
500kg (300-800g),6/7/2017,1
40lb 45ct,6/7/2017,1
18kg (150-300g),6/7/2017,1
Micro - 6Kg (24ct),6/7/2017,1
Tray Pack - 4 pk 12 ct,6/7/2017,1
40lb 55ct,6/7/2017,1
500kg (150-300g),6/7/2017,1
40lb Organic,6/8/2017,1
40lb 50ct,6/8/2017,1
40lb 110ct,6/8/2017,1
500kg (300-800g),6/8/2017,1
HP StkHse (12-16oz),6/8/2017,1
40lb 65ct,6/8/2017,1
40lb 70ct,6/8/2017,1
500kg (150-300g),6/8/2017,1
40lb Spc-Purple,6/8/2017,1
12/3lb Bags,6/8/2017,1
40lb 45ct,6/8/2017,1
"55"" Bin Giant",6/8/2017,1
40lb 33ct,6/9/2017,1
40lb 75ct,6/9/2017,1
40lb 55ct,6/9/2017,1
40lb 38-40ct - CV,6/9/2017,1
500kg (300-800g),6/9/2017,1
40lb 45ct,6/9/2017,1
40lb 40-50ct - CV,6/9/2017,1
40lb 25-28ct - CV,6/9/2017,1
Pickouts - Plastic,6/9/2017,1
40lb 90ct,6/9/2017,1
500kg (100-150g),6/9/2017,1
40lb 65ct,6/9/2017,1
40lb Spc-Purple,6/9/2017,1
"55"" Bin Giant",6/9/2017,1
500kg Spc-Purple Mix,6/9/2017,1
500kg (600-800g),6/9/2017,1
8/3lb Bags,6/9/2017,1
500kg Giant,6/9/2017,1
40lb 65ct,6/12/2017,1
500kg Field Run,6/12/2017,1
40lb 50ct,6/12/2017,1
"Murasaki(1.5""-3.5"") Plastic",6/12/2017,1
500kg (150-300g),6/12/2017,1
40lb 70ct,6/12/2017,1
12/3lb Bags,6/12/2017,1
40lb 45ct,6/13/2017,1
Pickouts - Plastic,6/13/2017,1
40lb 70ct,6/13/2017,1
Micro 20lb 30ct,6/13/2017,1
40lb 55ct,6/13/2017,1
40lb Organic,6/13/2017,1
40lb 55ct,6/14/2017,1
20lb Spec - Bonita No 1,6/14/2017,1
40lb 45ct,6/14/2017,1
Micro - 6Kg (24ct),6/14/2017,1
500kg (100-150g),6/14/2017,1
Tray Pack - 4 pk 12 ct,6/14/2017,1
6kg (450-600g)L2,6/14/2017,1
40lb Organic,6/14/2017,1
500kg (300-800g),6/14/2017,1
12/3lb Bags,6/15/2017,1
40lb Fingerling,6/15/2017,1
40lb 45ct,6/15/2017,1
40lb 65ct,6/15/2017,1
"55"" Bin Giant",6/15/2017,1
500kg Giant,6/15/2017,1
40lb 55ct,6/15/2017,1
40lb 75ct,6/15/2017,1
500kg (150-300g),6/15/2017,1
500kg (300-800g),6/15/2017,1
10lb #1,6/15/2017,1
40lb Jumbo,6/16/2017,1
12/3lb Bags,6/16/2017,1
40lb Fingerling,6/16/2017,1
40lb 75ct,6/16/2017,1
40lb Bonita (White),6/16/2017,1
40lb 50ct,6/16/2017,1
40lb Spc-Purple,6/16/2017,1
40lb 65ct,6/16/2017,1
40lb Spec-Carolina Ruby,6/16/2017,1
500kg (150-300g),6/16/2017,1
500kg (300-800g),6/16/2017,1
40lb 45ct,6/16/2017,1
40lb Marble Mix,6/16/2017,1
40lb 90ct,6/16/2017,1
500kg Giant,6/16/2017,1
8/3lb Bags,6/16/2017,1
40lb 55ct,6/16/2017,1
Micro 20lb 30ct,6/16/2017,1
40lb Organic,6/16/2017,1
500kg Class 2,6/16/2017,1
40lb Jumbo,6/19/2017,1
40lb 100ct,6/19/2017,1
40lb 90ct,6/19/2017,1
"55"" Bin Giant",6/19/2017,1
40lb 75ct,6/19/2017,1
500kg Giant,6/19/2017,1
40lb 50ct,6/19/2017,1
40lb Medium,6/19/2017,1
500kg (300-800g),6/19/2017,1
12/3lb Bags,6/19/2017,1
500kg (150-300g),6/19/2017,1
40lb 55ct,6/19/2017,1
40lb 45ct,6/19/2017,1
500kg (150-300g),6/20/2017,1
500kg (300-800g),6/20/2017,1
40lb 55ct,6/20/2017,1
40lb Jumbo,6/20/2017,1
500kg (100-150g),6/20/2017,1
Micro - 6Kg (24ct),6/21/2017,1
40lb 55ct,6/21/2017,1
500kg Field Run,6/21/2017,1
500kg (300-800g),6/21/2017,1
500kg (600-800g),6/21/2017,1
40lb 50ct,6/21/2017,1
500kg Giant,6/21/2017,1
40lb 45ct,6/21/2017,1
500kg (150-300g),6/21/2017,1
6kg (300-450g)L1,6/21/2017,1
Tray Pack - 4 pk 12 ct,6/21/2017,1
500kg (100-150g),6/21/2017,1
6kg (600-800g),6/21/2017,1
20lb Spec - Bonita No 1,6/21/2017,1
"55"" Bin Giant",6/22/2017,1
40lb 65ct Sysco/FP,6/22/2017,1
500kg Class 2,6/22/2017,1
HP StkHse (12-16oz),6/22/2017,1
500kg Giant,6/22/2017,1
40lb Organic,6/22/2017,1
40lb 33ct,6/22/2017,1
40lb 45ct,6/22/2017,1
40lb 50ct,6/22/2017,1
40lb 55ct,6/22/2017,1
500kg (300-800g),6/22/2017,1
500kg (150-300g),6/22/2017,1
40lb 70ct,6/22/2017,1
40lb Spc-Purple,6/22/2017,1
500kg Spc-Purple Mix,6/22/2017,1
12/3lb Bags,6/22/2017,1
40lb 55ct,6/23/2017,1
"55"" Bin Giant",6/23/2017,1
40lb 45ct,6/23/2017,1
500kg (600-800g),6/23/2017,1
40lb Bonita (White),6/23/2017,1
500kg (100-150g),6/23/2017,1
12/3lb Bags,6/23/2017,1
500kg (300-800g),6/23/2017,1
40lb 33ct,6/23/2017,1
40lb 90ct,6/23/2017,1
40lb Marble Mix,6/23/2017,1
40lb Fingerling,6/23/2017,1
40lb 65ct,6/23/2017,1
40lb 50ct,6/23/2017,1
40lb 100ct,6/23/2017,1
40lb Jumbo,6/23/2017,1
40lb 75ct,6/23/2017,1
500kg Class 2,6/26/2017,1
500kg (300-800g),6/26/2017,1
40lb 65ct,6/26/2017,1
12/3lb Bags,6/26/2017,1
"55"" Bin Giant",6/26/2017,1
40lb 50ct,6/26/2017,1
500kg (150-300g),6/26/2017,1
40lb 55ct,6/26/2017,1
500kg Giant,6/26/2017,1
6kg (300-450g)L1,6/27/2017,1
40lb 90ct,6/27/2017,1
Tray Pack - 4 pk 12 ct,6/28/2017,1
20lb Spec - Bonita No 1,6/28/2017,1
500kg Giant,6/28/2017,1
"55"" Bin Giant",6/28/2017,1
40lb 55ct,6/28/2017,1
40lb No 1,6/28/2017,1
500kg (150-300g),6/28/2017,1
Micro - 6Kg (24ct),6/28/2017,1
10lb #1,6/28/2017,1
500kg (300-800g),6/28/2017,1
12/3lb Bags,6/28/2017,1
40lb Organic,6/28/2017,1
40lb 45ct,6/28/2017,1
40lb 50ct,6/28/2017,1
40lb 55ct,6/29/2017,1
40lb 45ct,6/29/2017,1
"55"" Bin Giant",6/29/2017,1
40lb 33ct,6/29/2017,1
12/3lb Bags,6/29/2017,1
40lb 65ct,6/29/2017,1
40lb Fingerling,6/29/2017,1
40lb 110ct,6/29/2017,1
40lb 50ct,6/29/2017,1
40lb 33ct,6/30/2017,1
40lb Marble Mix,6/30/2017,1
40lb 38-40ct - CV,6/30/2017,1
40lb Bonita (White),6/30/2017,1
40lb 55ct,6/30/2017,1
40lb 50ct,6/30/2017,1
40lb Organic,6/30/2017,1
Pickouts - Plastic,6/30/2017,1
40lb 70-80ct - CV,6/30/2017,1
40lb 45ct,6/30/2017,1
40lb 65ct Sysco/FP,6/30/2017,1
40lb 25-28ct - CV,6/30/2017,1
40lb Spc-Purple,6/30/2017,1
40lb 110ct,6/30/2017,1
40lb 75ct,6/30/2017,1
40lb 55ct,7/3/2017,1
40lb 65ct,7/3/2017,1
"55"" Bin Giant",7/3/2017,1
40lb 70ct,7/3/2017,1
40lb 45ct,7/3/2017,1
12/3lb Bags,7/3/2017,1
40lb 55ct,7/5/2017,1
Micro - 6Kg (24ct),7/5/2017,1
40lb Organic,7/5/2017,1
40lb 45ct,7/5/2017,1
500kg (100-150g),7/5/2017,1
Tray Pack - 4 pk 12 ct,7/5/2017,1
500kg (150-300g),7/5/2017,1
500kg (300-800g),7/5/2017,1
500kg Giant,7/5/2017,1
500kg Class 2,7/5/2017,1
20lb Spec - Bonita No 1,7/5/2017,1
12/3lb Bags,7/6/2017,1
40lb 75ct,7/6/2017,1
500kg Giant,7/6/2017,1
"55"" Bin Giant",7/6/2017,1
40lb 45ct,7/6/2017,1
Pickouts - Plastic,7/6/2017,1
Micro 20lb 30ct,7/6/2017,1
40lb 110ct,7/6/2017,1
40lb 55ct,7/6/2017,1
40lb 90ct,7/6/2017,1
40lb 50ct,7/6/2017,1
10lb #1,7/7/2017,1
40lb 55ct,7/7/2017,1
40lb 33ct,7/7/2017,1
40lb 90ct,7/7/2017,1
6kg (450-600g)L2,7/7/2017,1
Tray Pack - 4 pk 12 ct,7/7/2017,1
40lb 65ct,7/7/2017,1
"55"" Bin Giant",7/7/2017,1
Micro - 6Kg (24ct),7/7/2017,1
40lb Murasaki Med,7/7/2017,1
8/3lb Bags,7/7/2017,1
40lb Spc-Purple,7/7/2017,1
6kg (600-800g),7/7/2017,1
500kg (150-300g),7/7/2017,1
"Murasaki(1.5""-3.5"") Plastic",7/7/2017,1
500kg (300-800g),7/7/2017,1
6kg (300-450g)L1,7/7/2017,1
500kg Class 2,7/7/2017,1
"55"" Bin Giant",7/10/2017,1
12/3lb Bags,7/10/2017,1
10lb #1,7/10/2017,1
500kg (150-300g),7/11/2017,1
"55"" Bin Giant",7/11/2017,1
500kg (300-800g),7/11/2017,1
500kg (300-800g),7/12/2017,1
40lb 55ct,7/12/2017,1
12/3lb Bags,7/12/2017,1
6kg (450-600g)L2,7/12/2017,1
Micro - 6Kg (24ct),7/12/2017,1
40lb Organic,7/12/2017,1
40lb 50ct,7/12/2017,1
20lb Spec - Bonita No 1,7/12/2017,1
6kg (300-450g)L1,7/12/2017,1
Tray Pack - 4 pk 12 ct,7/12/2017,1
40lb 45ct,7/12/2017,1
500kg Class 2,7/12/2017,1
40lb 50ct,7/13/2017,1
40lb Organic,7/13/2017,1
"55"" Bin Giant",7/13/2017,1
500kg (600-800g),7/13/2017,1
40lb 45ct,7/13/2017,1
500kg (300-800g),7/13/2017,1
HP StkHse (12-16oz),7/13/2017,1
40lb 55ct,7/13/2017,1
12/3lb Bags,7/13/2017,1
40lb 70ct,7/13/2017,1
40lb 90ct,7/13/2017,1
40lb 40-50ct - CV,7/13/2017,1
40lb Spec-Carolina Ruby,7/14/2017,1
40lb 70-80ct - CV,7/14/2017,1
40lb 50ct,7/14/2017,1
40lb Marble Mix,7/14/2017,1
500kg Class 2,7/14/2017,1
40lb 25-28ct - CV,7/14/2017,1
40lb 65ct,7/14/2017,1
500kg (600-800g),7/14/2017,1
40lb 40-50ct - CV,7/14/2017,1
40lb 75ct,7/14/2017,1
40lb 55ct,7/14/2017,1
40lb No 1,7/14/2017,1
40lb Organic,7/14/2017,1
40lb 45ct,7/14/2017,1
40lb 38-40ct - CV,7/14/2017,1
40lb 90ct,7/14/2017,1
500kg (150-300g),7/14/2017,1
"55"" Bin Giant",7/17/2017,1
8/3lb Bags,7/17/2017,1
40lb Murasaki Med,7/17/2017,1
12/3lb Bags,7/17/2017,1
40lb 50ct,7/17/2017,1
40lb No 1,7/18/2017,1
40lb 55ct,7/18/2017,1
Micro 20lb 30ct,7/18/2017,1
10lb #1,7/18/2017,1
40lb 100ct,7/18/2017,1
Micro - 6Kg (24ct),7/19/2017,1
40lb 55ct,7/19/2017,1
8/3lb Bags,7/19/2017,1
Tray Pack - 4 pk 12 ct,7/19/2017,1
40lb No 1,7/19/2017,1
40lb Organic,7/19/2017,1
40lb 45ct,7/19/2017,1
20lb Spec - Bonita No 1,7/19/2017,1
40lb 45ct,7/20/2017,1
40lb 90ct,7/20/2017,1
40lb 55ct,7/20/2017,1
Micro 20lb 30ct,7/20/2017,1
40lb 50ct,7/20/2017,1
40lb Fingerling,7/20/2017,1
12/3lb Bags,7/20/2017,1
500kg (100-150g),7/20/2017,1
"55"" Bin Giant",7/20/2017,1
40lb 65ct,7/20/2017,1
40lb 75ct,7/20/2017,1
40lb Spc-Purple,7/20/2017,1
40lb 70ct,7/20/2017,1
40lb 50ct,7/21/2017,1
40lb 65ct,7/21/2017,1
40lb Spc-Purple,7/21/2017,1
40lb 75ct,7/21/2017,1
40lb 55ct,7/21/2017,1
40lb 45ct,7/21/2017,1
"55"" Bin Giant",7/21/2017,1
40lb No 2,7/21/2017,1
40lb Fingerling,7/21/2017,1
40lb 90ct,7/21/2017,1
40lb Marble Mix,7/21/2017,1
40lb 70ct,7/24/2017,1
40lb 75ct,7/24/2017,1
40lb Spc-Purple,7/24/2017,1
"55"" Bin Giant",7/24/2017,1
40lb 45ct,7/24/2017,1
40lb Medium,7/24/2017,1
40lb 65ct,7/24/2017,1
12/3lb Bags,7/24/2017,1
40lb 50ct,7/25/2017,1
500kg (150-300g),7/25/2017,1
6kg (300-450g)L1,7/25/2017,1
6kg (450-600g)L2,7/25/2017,1
500kg Giant,7/25/2017,1
"55"" Bin Giant",7/25/2017,1
40lb 55ct,7/25/2017,1
40lb Organic,7/25/2017,1
Tray Pack - 4 pk 12 ct,7/26/2017,1
10lb #1,7/26/2017,1
40lb 50ct,7/26/2017,1
40lb Organic,7/26/2017,1
40lb 45ct,7/26/2017,1
Pickouts - Plastic,7/26/2017,1
500kg (150-300g),7/26/2017,1
40lb 55ct,7/26/2017,1
20lb Spec - Bonita No 1,7/26/2017,1
Micro - 6Kg (24ct),7/26/2017,1
40lb 55ct,7/27/2017,1
40lb 75ct,7/27/2017,1
18kg (600-800g),7/27/2017,1
12/3lb Bags,7/27/2017,1
40lb Bonita (White),7/27/2017,1
40lb Organic,7/27/2017,1
40lb 50ct,7/27/2017,1
40lb 45ct,7/27/2017,1
40lb Medium,7/27/2017,1
"55"" Bin Giant",7/27/2017,1
12/3lb Bags,7/28/2017,1
40lb Marble Mix,7/28/2017,1
40lb Fingerling,7/28/2017,1
40lb 75ct,7/28/2017,1
500kg (600-800g),7/28/2017,1
40lb 38-40ct - CV,7/28/2017,1
40lb Organic,7/28/2017,1
40lb 90ct,7/28/2017,1
40lb Spc-Purple,7/28/2017,1
40lb 38-40ct,7/28/2017,1
40lb Murasaki Med,7/28/2017,1
40lb 45ct,7/28/2017,1
40lb 55ct,7/28/2017,1
40lb 50ct,7/28/2017,1
40lb Medium,7/28/2017,1
40lb Bonita (White),7/28/2017,1
12/3lb Bags,7/31/2017,1
Pickouts - Plastic,7/31/2017,1
"55"" Bin Giant",7/31/2017,1
40lb Spc-Purple,7/31/2017,1
"Murasaki(1.5""-3.5"") Plastic",7/31/2017,1
500kg (600-800g),8/1/2017,1
500kg (150-300g),8/1/2017,1
Pickouts - Plastic,8/2/2017,1
Tray Pack - 4 pk 12 ct,8/2/2017,1
40lb 50ct,8/2/2017,1
20lb Spec - Bonita No 1,8/2/2017,1
500kg Class 2,8/2/2017,1
40lb Spc-Purple,8/2/2017,1
500kg Giant,8/2/2017,1
500kg (300-800g),8/2/2017,1
500kg (100-150g),8/2/2017,1
6kg (450-600g)L2,8/2/2017,1
500kg (600-800g),8/2/2017,1
Micro - 6Kg (24ct),8/2/2017,1
40lb 45ct,8/2/2017,1
500kg (150-300g),8/2/2017,1
10lb #1,8/2/2017,1
40lb 90ct,8/2/2017,1
"55"" Bin Giant",8/2/2017,1
40lb 75ct,8/3/2017,1
500kg (150-300g),8/3/2017,1
Micro 20lb 30ct,8/3/2017,1
40lb 55ct,8/3/2017,1
"55"" Bin Giant",8/3/2017,1
500kg Bonita Sm/Med,8/3/2017,1
40lb 90ct,8/3/2017,1
40lb Organic,8/3/2017,1
40lb 50ct,8/3/2017,1
8/3lb Bags,8/3/2017,1
500kg (300-800g),8/3/2017,1
40lb 45ct,8/3/2017,1
40lb 110ct,8/3/2017,1
Pickouts - Plastic,8/3/2017,1
12/3lb Bags,8/3/2017,1
40lb Spc-Purple,8/3/2017,1
40lb Fingerling,8/3/2017,1
6kg (600-800g),8/3/2017,1
500kg (100-150g),8/4/2017,1
500kg (150-300g),8/4/2017,1
6kg (600-800g),8/4/2017,1
40lb 55ct,8/4/2017,1
40lb Fingerling,8/4/2017,1
40lb 90ct,8/4/2017,1
12/3lb Bags,8/4/2017,1
500kg (300-800g),8/4/2017,1
40lb 45ct,8/4/2017,1
40lb 50ct,8/4/2017,1
40lb 75ct,8/7/2017,1
40lb 45ct,8/7/2017,1
HP StkHse (12-16oz),8/7/2017,1
40lb Murasaki Med,8/7/2017,1
40lb 50ct,8/7/2017,1
40lb 33ct,8/7/2017,1
40lb 90ct,8/7/2017,1
40lb 55ct,8/7/2017,1
40lb Marble Mix,8/7/2017,1
40lb Spc-Purple,8/7/2017,1
40lb 65ct,8/7/2017,1
12/3lb Bags,8/7/2017,1
"55"" Bin Giant",8/7/2017,1
40lb 90ct,8/8/2017,1
40lb Fingerling,8/8/2017,1
10lb #1,8/8/2017,1
6kg (600-800g),8/8/2017,1
40lb 70ct,8/8/2017,1
40lb 65ct,8/8/2017,1
12/3lb Bags,8/8/2017,1
40lb 45ct,8/9/2017,1
500kg (600-800g),8/9/2017,1
Tray Pack - 4 pk 12 ct,8/9/2017,1
20lb Spec - Bonita No 1,8/9/2017,1
10lb #1,8/9/2017,1
500kg Giant,8/9/2017,1
500kg (300-800g),8/9/2017,1
500kg (100-150g),8/9/2017,1
Micro - 6Kg (24ct),8/9/2017,1
40lb 55ct,8/9/2017,1
Micro 20lb 30ct,8/9/2017,1
500kg (150-300g),8/9/2017,1
40lb Organic,8/9/2017,1
40lb 90ct,8/9/2017,1
500kg Giant,8/10/2017,1
40lb 55ct,8/10/2017,1
40lb 90ct,8/10/2017,1
Murasaki Small Plastic,8/10/2017,1
40lb Spc-Purple,8/10/2017,1
500kg (100-150g),8/10/2017,1
500kg (150-300g),8/10/2017,1
40lb 45ct,8/10/2017,1
10lb #1,8/11/2017,1
40lb 90ct,8/11/2017,1
40lb 50ct,8/11/2017,1
40lb 55ct,8/11/2017,1
6kg (450-600g)L2,8/11/2017,1
"36""Pickouts(2.5""-4.5"")",8/11/2017,1
6kg Spec-Purple,8/11/2017,1
500kg (300-800g),8/11/2017,1
40lb 45ct,8/11/2017,1
6kg (300-450g)L1,8/11/2017,1
500kg Class 2,8/11/2017,1
6kg (600-800g),8/11/2017,1
500kg Giant,8/11/2017,1
500kg Field Run,8/11/2017,1
500kg Spc-Purple Mix,8/11/2017,1
500kg (150-300g),8/12/2017,1
40lb 45ct,8/12/2017,1
6kg Spec-Purple,8/12/2017,1
500kg Spc-Purple Mix,8/12/2017,1
40lb 90ct,8/12/2017,1
500kg Giant,8/12/2017,1
"Murasaki(1.5""-3.5"") Plastic",8/12/2017,1
6kg (300-450g)L1,8/12/2017,1
500kg Field Run,8/12/2017,1
40lb 33ct,8/14/2017,1
12/3lb Bags,8/14/2017,1
40lb Marble Mix,8/14/2017,1
500kg (300-800g),8/14/2017,1
40lb 65ct,8/14/2017,1
Micro 20lb 30ct,8/14/2017,1
Pickouts - Plastic,8/14/2017,1
40lb 50ct,8/14/2017,1
40lb Organic,8/14/2017,1
40lb Fingerling,8/14/2017,1
40lb 55ct,8/14/2017,1
40lb 45ct,8/14/2017,1
40lb 70ct,8/14/2017,1
"55"" Bin Giant",8/14/2017,1
500kg Class 2,8/14/2017,1
40lb Spc-Purple,8/14/2017,1
40lb 90ct,8/14/2017,1
6kg (300-450g)L1,8/14/2017,1
500kg Field Run,8/14/2017,1
500kg Giant,8/14/2017,1
40lb Bonita (White),8/14/2017,1
500kg (150-300g),8/14/2017,1
40lb 100ct,8/14/2017,1
8/3lb Bags,8/15/2017,1
500kg (150-300g),8/15/2017,1
500kg Class 2,8/15/2017,1
10lb #1,8/15/2017,1
"55"" Bin Giant",8/15/2017,1
40lb 65ct,8/15/2017,1
500kg (300-800g),8/15/2017,1
40lb 45ct,8/15/2017,1
40lb Organic,8/16/2017,1
40lb Jumbo,8/16/2017,1
500kg (150-300g),8/16/2017,1
Micro 20lb 30ct,8/16/2017,1
Micro - 6Kg (24ct),8/16/2017,1
"55"" Bin Giant",8/16/2017,1
40lb 50ct,8/16/2017,1
40lb 55ct,8/16/2017,1
40lb 45ct,8/16/2017,1
20lb Spec - Bonita No 1,8/16/2017,1
500kg (300-800g),8/16/2017,1
10lb #1,8/16/2017,1
40lb Fingerling,8/16/2017,1
40lb Spec-Murasaki Mix,8/16/2017,1
Tray Pack - 4 pk 12 ct,8/16/2017,1
40lb 70ct,8/16/2017,1
12/3lb Bags,8/16/2017,1
Murasaki Small Plastic,8/17/2017,1
40lb 45ct,8/17/2017,1
500kg (150-300g),8/17/2017,1
40lb No 1,8/17/2017,1
40lb 90ct,8/17/2017,1
18kg (600-800g),8/17/2017,1
500kg Class 2,8/17/2017,1
500kg (300-450g),8/17/2017,1
18kg (150-300g),8/17/2017,1
500kg (100-150g),8/17/2017,1
500kg Giant,8/17/2017,1
40lb 55ct,8/17/2017,1
6kg (300-450g)L1,8/18/2017,1
"55"" Bin Giant",8/18/2017,1
500kg Field Run,8/18/2017,1
40lb 55ct,8/18/2017,1
500kg (300-450g),8/18/2017,1
500kg (150-300g),8/18/2017,1
8/3lb Bags,8/18/2017,1
6kg (600-800g),8/18/2017,1
40lb 45ct,8/18/2017,1
500kg (300-800g),8/18/2017,1
6kg (450-600g)L2,8/18/2017,1
18kg (150-300g),8/21/2017,1
12/3lb Bags,8/21/2017,1
"Murasaki(1.5""-3.5"") Plastic",8/21/2017,1
40lb 55ct,8/21/2017,1
40lb 65ct,8/21/2017,1
40lb 45ct,8/21/2017,1
18kg (100-150g),8/21/2017,1
40lb 50ct,8/21/2017,1
40lb 75ct,8/21/2017,1
500kg (150-300g),8/21/2017,1
40lb Spc-Purple,8/21/2017,1
40lb Fingerling,8/21/2017,1
40lb Marble Mix,8/21/2017,1
40lb 33ct,8/21/2017,1
Pickouts - Plastic,8/21/2017,1
HP StkHse (12-16oz),8/21/2017,1
"55"" Bin Giant",8/21/2017,1
40lb 70ct,8/21/2017,1
500kg (600-800g),8/22/2017,1
500kg (150-300g),8/22/2017,1
40lb 75ct,8/22/2017,1
500kg Giant,8/22/2017,1
6kg (300-450g)L1,8/22/2017,1
40lb 50ct,8/22/2017,1
18kg (150-300g),8/22/2017,1
6kg (300-450g)L1,8/23/2017,1
500kg Giant,8/23/2017,1
"55"" Bin Giant",8/23/2017,1
40lb 55ct,8/23/2017,1
18kg (600-800g),8/23/2017,1
40lb 65ct,8/23/2017,1
12/3lb Bags,8/23/2017,1
40lb 50ct,8/23/2017,1
500kg Class 2,8/23/2017,1
6kg (450-600g)L2,8/23/2017,1
Tray Pack - 4 pk 12 ct,8/23/2017,1
6kg (300-450g)L1,8/24/2017,1
40lb 110ct,8/24/2017,1
6kg (450-600g)L2,8/24/2017,1
"55"" Bin Giant",8/24/2017,1
18kg (100-150g),8/24/2017,1
40lb 75ct,8/24/2017,1
40lb 55ct,8/24/2017,1
40lb 70ct,8/24/2017,1
6kg (600-800g),8/24/2017,1
40lb Fingerling,8/24/2017,1
40lb 45ct,8/24/2017,1
18kg (150-300g),8/24/2017,1
6kg (600-800g),8/25/2017,1
40lb 40-50ct - CV,8/25/2017,1
8/3lb Bags,8/25/2017,1
500kg (150-300g),8/25/2017,1
18kg (600-800g),8/25/2017,1
500kg Giant,8/25/2017,1
6kg (450-600g)L2,8/25/2017,1
40lb 55ct,8/25/2017,1
40lb 45ct,8/25/2017,1
500kg (220g-260g),8/25/2017,1
40lb 65ct,8/25/2017,1
